time(UTC),T2m ,RH ,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20140308:1100,20.26,89.0,0.0,0.0,0.0,360.2,0.97,313.0,101195.0
20140308:1200,21.33,88.2,203.0,537.67,68.0,353.2,0.41,334.0,101265.0
20140308:1300,24.62,74.6,449.0,742.75,96.0,372.2,0.62,90.0,101295.0
20140308:1400,26.15,63.4,672.0,840.35,113.0,361.8,1.17,113.0,101355.0
20140308:1500,27.44,57.55,745.0,538.39,310.0,368.4,1.45,113.0,101355.0
20140308:1600,28.47,52.15,776.0,427.38,394.0,371.4,1.72,115.0,101325.0
20140308:1700,28.88,50.1,969.0,913.93,131.0,387.0,1.93,117.0,101255.0
20140308:1800,29.11,48.7,915.0,897.58,129.0,392.45,2.07,118.0,101165.0
20140308:1900,29.07,49.75,786.0,859.06,122.0,401.25,2.07,117.0,101106.0
20140308:2000,28.52,52.75,597.0,791.02,110.0,408.65,2.14,126.0,101066.0
20140308:2100,27.79,56.65,366.0,663.31,91.0,389.0,2.07,142.0,101046.0
20140308:2200,26.7,63.65,130.0,414.37,54.0,385.4,2.07,158.0,101056.0
20140308:2300,25.32,71.95,0.0,-0.0,0.0,382.2,1.86,158.0,101135.0
20140309:0000,24.36,78.45,0.0,-0.0,0.0,374.4,1.52,149.0,101205.0
20140309:0100,23.71,85.1,0.0,-0.0,0.0,374.05,0.69,122.0,101295.0
20140309:0200,23.36,84.8,0.0,-0.0,0.0,376.0,0.69,0.0,101345.0
20140309:0300,22.07,90.2,0.0,-0.0,0.0,385.4,1.31,340.0,101345.0
20140309:0400,21.87,90.5,0.0,-0.0,0.0,391.4,1.38,339.0,101335.0
20140309:0500,21.34,92.4,0.0,-0.0,0.0,374.6,1.45,344.0,101305.0
20140309:0600,21.1,93.35,0.0,-0.0,0.0,384.0,1.31,344.0,101255.0
20140309:0700,20.92,92.6,0.0,-0.0,0.0,375.0,1.45,344.0,101205.0
20140309:0800,20.69,92.55,0.0,-0.0,0.0,373.4,1.59,344.0,101165.0
20140309:0900,20.32,92.6,0.0,-0.0,0.0,363.0,1.72,344.0,101175.0
20140309:1000,20.12,92.55,0.0,-0.0,0.0,364.6,1.72,344.0,101195.0
20140309:1100,19.78,92.75,0.0,0.0,0.0,358.6,1.72,341.0,101295.0
20140309:1200,21.07,89.5,203.0,530.73,68.0,357.2,1.31,346.0,101345.0
20140309:1300,24.57,74.7,447.0,733.46,96.0,358.6,1.66,8.0,101394.0
20140309:1400,26.36,64.95,668.0,830.29,113.0,364.0,1.93,23.0,101424.0
20140309:1500,27.76,55.85,568.0,191.11,413.0,371.2,1.86,39.0,101414.0
20140309:1600,28.98,48.85,520.0,83.64,445.0,378.6,1.93,53.0,101345.0
20140309:1700,29.74,45.1,534.0,94.61,447.0,379.2,2.07,65.0,101255.0
20140309:1800,30.23,43.3,504.0,93.39,422.0,389.0,2.07,79.0,101155.0
20140309:1900,29.73,48.35,434.0,91.61,363.0,422.45,2.21,81.0,101086.0
20140309:2000,28.91,53.4,330.0,85.84,277.0,415.25,1.86,92.0,101026.0
20140309:2100,28.3,57.05,203.0,72.1,173.0,410.05,1.72,100.0,101066.0
20140309:2200,27.1,63.45,72.0,5.41,71.0,403.65,1.24,90.0,101096.0
20140309:2300,25.93,70.65,0.0,-0.0,0.0,401.45,1.1,63.0,101155.0
20140310:0000,25.0,76.95,0.0,-0.0,0.0,400.65,1.17,37.0,101245.0
20140310:0100,24.03,79.9,0.0,-0.0,0.0,405.85,1.66,14.0,101305.0
20140310:0200,23.33,82.9,0.0,-0.0,0.0,385.0,2.0,10.0,101365.0
20140310:0300,22.84,84.9,0.0,-0.0,0.0,379.6,2.34,2.0,101335.0
20140310:0400,22.49,86.7,0.0,-0.0,0.0,380.4,2.55,359.0,101345.0
20140310:0500,21.96,88.95,0.0,-0.0,0.0,370.0,2.69,357.0,101275.0
20140310:0600,21.62,89.9,0.0,-0.0,0.0,375.8,2.62,354.0,101215.0
20140310:0700,21.11,93.4,0.0,-0.0,0.0,361.0,2.62,353.0,101165.0
20140310:0800,20.87,93.75,0.0,-0.0,0.0,362.0,2.62,350.0,101125.0
20140310:0900,20.87,92.9,0.0,-0.0,0.0,377.0,2.48,353.0,101135.0
20140310:1000,20.62,93.3,0.0,-0.0,0.0,368.0,2.48,357.0,101175.0
20140310:1100,20.45,93.1,5.0,0.0,5.0,363.0,2.69,358.0,101255.0
20140310:1200,21.5,88.55,208.0,539.45,69.0,373.6,2.76,359.0,101345.0
20140310:1300,23.13,80.7,453.0,738.8,97.0,383.0,3.45,8.0,101335.0
20140310:1400,24.88,71.75,674.0,835.23,113.0,375.6,3.66,16.0,101394.0
20140310:1500,26.32,64.25,843.0,883.13,124.0,384.4,3.1,26.0,101345.0
20140310:1600,27.4,58.45,945.0,907.07,129.0,389.2,2.69,41.0,101265.0
20140310:1700,28.45,53.75,971.0,910.87,131.0,394.4,2.48,53.0,101155.0
20140310:1800,28.46,53.15,918.0,896.19,129.0,401.85,2.41,61.0,101036.0
20140310:1900,29.71,47.3,791.0,860.96,122.0,407.45,2.9,69.0,100976.0
20140310:2000,29.12,50.4,602.0,794.59,110.0,405.05,3.1,78.0,100916.0
20140310:2100,28.51,53.1,371.0,670.52,91.0,391.05,3.1,82.0,100956.0
20140310:2200,27.44,58.15,133.0,419.41,55.0,406.05,2.76,81.0,100956.0
20140310:2300,25.96,65.0,0.0,-0.0,0.0,387.4,2.14,75.0,101046.0
20140311:0000,24.68,70.4,0.0,-0.0,0.0,380.4,2.07,48.0,101125.0
20140311:0100,23.75,73.05,0.0,-0.0,0.0,382.25,2.62,26.0,101205.0
20140311:0200,23.22,72.8,0.0,-0.0,0.0,392.05,2.97,16.0,101255.0
20140311:0300,22.79,72.8,0.0,-0.0,0.0,396.65,2.62,8.0,101245.0
20140311:0400,22.34,73.95,0.0,-0.0,0.0,391.25,2.41,1.0,101265.0
20140311:0500,22.12,74.6,0.0,-0.0,0.0,398.25,2.28,354.0,101195.0
20140311:0600,21.76,75.95,0.0,-0.0,0.0,387.4,2.21,348.0,101145.0
20140311:0700,21.63,76.6,0.0,-0.0,0.0,377.8,2.14,349.0,101066.0
20140311:0800,20.94,79.65,0.0,-0.0,0.0,354.2,2.14,348.0,101016.0
20140311:0900,20.47,81.65,0.0,-0.0,0.0,351.8,2.21,349.0,101016.0
20140311:1000,20.05,83.25,0.0,-0.0,0.0,347.2,2.28,347.0,101036.0
20140311:1100,19.75,84.6,7.0,0.0,7.0,344.6,2.28,347.0,101116.0
20140311:1200,20.9,80.7,213.0,547.9,70.0,347.8,2.07,350.0,101155.0
20140311:1300,23.38,69.5,461.0,750.24,97.0,352.6,2.76,7.0,101205.0
20140311:1400,25.09,62.3,683.0,843.1,114.0,356.8,2.97,22.0,101255.0
20140311:1500,26.58,55.8,853.0,890.83,125.0,360.4,2.69,33.0,101235.0
20140311:1600,27.83,50.65,956.0,915.29,130.0,375.2,2.34,48.0,101185.0
20140311:1700,28.96,46.05,982.0,919.15,132.0,374.2,2.14,68.0,101056.0
20140311:1800,29.57,43.8,929.0,905.21,130.0,375.6,2.14,94.0,100946.0
20140311:1900,29.86,42.1,800.0,869.04,123.0,372.4,2.28,102.0,100847.0
20140311:2000,29.49,43.9,610.0,803.7,111.0,374.2,2.55,120.0,100807.0
20140311:2100,28.61,48.75,377.0,680.16,92.0,381.6,2.9,139.0,100817.0
20140311:2200,27.22,57.1,136.0,427.34,56.0,372.2,3.17,148.0,100827.0
20140311:2300,25.8,66.05,0.0,-0.0,0.0,375.2,2.83,136.0,100956.0
20140312:0000,24.84,72.25,0.0,-0.0,0.0,378.2,2.48,122.0,101016.0
20140312:0100,23.91,76.5,0.0,-0.0,0.0,378.05,1.93,105.0,101125.0
20140312:0200,23.15,79.6,0.0,-0.0,0.0,377.8,1.45,62.0,101165.0
20140312:0300,22.48,80.95,0.0,-0.0,0.0,374.2,1.66,25.0,101195.0
20140312:0400,22.07,81.45,0.0,-0.0,0.0,383.2,1.72,8.0,101215.0
20140312:0500,21.59,82.3,0.0,-0.0,0.0,378.2,1.72,354.0,101145.0
20140312:0600,20.94,83.9,0.0,-0.0,0.0,361.2,1.72,342.0,101096.0
20140312:0700,20.71,82.3,0.0,-0.0,0.0,361.0,1.72,340.0,100986.0
20140312:0800,20.11,84.2,0.0,-0.0,0.0,353.2,1.72,333.0,100936.0
20140312:0900,19.78,85.25,0.0,-0.0,0.0,354.0,1.86,331.0,100976.0
20140312:1000,19.47,86.25,0.0,-0.0,0.0,347.4,1.93,329.0,101026.0
20140312:1100,19.28,87.0,8.0,0.0,8.0,346.4,2.0,328.0,101096.0
20140312:1200,20.74,84.05,214.0,544.76,70.0,347.6,1.52,335.0,101155.0
20140312:1300,23.77,71.95,460.0,743.1,97.0,352.8,1.31,5.0,101175.0
20140312:1400,25.43,65.6,679.0,833.2,114.0,362.0,1.52,74.0,101185.0
20140312:1500,26.92,58.7,847.0,881.43,124.0,380.2,2.07,106.0,101195.0
20140312:1600,27.62,56.65,946.0,901.41,130.0,387.2,2.48,122.0,101145.0
20140312:1700,27.85,56.7,970.0,904.78,131.0,387.8,2.9,133.0,101096.0
20140312:1800,27.85,56.75,915.0,888.23,129.0,395.45,2.9,141.0,101006.0
20140312:1900,27.96,56.1,788.0,852.81,122.0,404.65,2.83,140.0,100946.0
20140312:2000,27.57,58.2,600.0,787.12,110.0,399.05,2.83,145.0,100886.0
20140312:2100,27.24,59.45,370.0,663.63,91.0,387.8,2.76,149.0,100906.0
20140312:2200,26.33,64.0,134.0,419.31,55.0,392.85,2.34,149.0,100886.0
20140312:2300,25.09,71.15,0.0,-0.0,0.0,381.8,1.72,149.0,100926.0
20140313:0000,24.18,77.15,0.0,-0.0,0.0,378.2,1.45,153.0,100986.0
20140313:0100,23.34,82.6,0.0,-0.0,0.0,366.45,1.45,155.0,101056.0
20140313:0200,22.3,89.25,0.0,-0.0,0.0,359.4,1.17,160.0,101116.0
20140313:0300,22.37,87.8,0.0,-0.0,0.0,357.8,0.83,169.0,101116.0
20140313:0400,22.81,85.7,0.0,-0.0,0.0,355.8,0.41,178.0,101135.0
20140313:0500,22.55,86.85,0.0,-0.0,0.0,363.4,0.14,293.0,101116.0
20140313:0600,20.27,95.65,0.0,-0.0,0.0,367.6,0.76,317.0,101056.0
20140313:0700,21.65,91.65,0.0,-0.0,0.0,373.0,0.83,348.0,100996.0
20140313:0800,20.61,95.3,0.0,-0.0,0.0,383.8,0.83,337.0,100976.0
20140313:0900,20.12,96.35,0.0,-0.0,0.0,375.0,0.83,327.0,101006.0
20140313:1000,19.54,96.55,0.0,-0.0,0.0,362.8,0.9,316.0,101076.0
20140313:1100,19.25,96.5,9.0,0.0,9.0,368.0,0.97,313.0,101165.0
20140313:1200,21.48,91.6,213.0,522.98,73.0,361.0,0.55,322.0,101235.0
20140313:1300,24.48,78.65,457.0,721.82,102.0,364.0,0.41,114.0,101315.0
20140313:1400,26.17,67.95,675.0,814.61,120.0,371.4,1.52,135.0,101345.0
20140313:1500,27.42,61.0,842.0,863.63,131.0,385.4,2.21,139.0,101335.0
20140313:1600,28.34,56.25,942.0,886.54,137.0,380.4,2.48,142.0,101245.0
20140313:1700,28.51,54.9,966.0,890.52,138.0,395.05,2.62,145.0,101175.0
20140313:1800,28.67,53.85,913.0,875.89,136.0,397.45,2.83,146.0,101106.0
20140313:1900,29.13,50.95,786.0,839.26,129.0,398.65,2.62,135.0,100996.0
20140313:2000,28.72,52.85,598.0,770.68,117.0,399.05,2.76,141.0,100946.0
20140313:2100,27.9,56.45,368.0,642.53,97.0,393.0,2.83,146.0,100966.0
20140313:2200,26.79,62.15,132.0,385.07,59.0,386.6,2.48,148.0,100996.0
20140313:2300,25.55,69.55,0.0,-0.0,0.0,389.0,1.93,152.0,101076.0
20140314:0000,24.6,75.75,0.0,-0.0,0.0,381.8,1.45,159.0,101116.0
20140314:0100,23.8,82.6,0.0,-0.0,0.0,376.45,0.97,169.0,101185.0
20140314:0200,23.57,83.05,0.0,-0.0,0.0,372.4,0.62,183.0,101235.0
20140314:0300,23.65,81.65,0.0,-0.0,0.0,370.2,0.34,250.0,101255.0
20140314:0400,22.94,84.45,0.0,-0.0,0.0,371.2,0.69,289.0,101235.0
20140314:0500,21.75,88.7,0.0,-0.0,0.0,369.0,0.97,289.0,101205.0
20140314:0600,21.04,91.5,0.0,-0.0,0.0,378.4,1.17,299.0,101165.0
20140314:0700,21.38,90.15,0.0,-0.0,0.0,371.4,1.03,313.0,101116.0
20140314:0800,20.73,92.15,0.0,-0.0,0.0,369.6,1.1,298.0,101096.0
20140314:0900,20.65,92.75,0.0,-0.0,0.0,380.8,1.03,294.0,101116.0
20140314:1000,20.2,93.6,0.0,-0.0,0.0,370.0,1.1,296.0,101135.0
20140314:1100,19.65,94.45,10.0,0.0,10.0,362.2,1.24,305.0,101215.0
20140314:1200,22.03,90.7,215.0,523.85,73.0,368.4,0.55,337.0,101295.0
20140314:1300,25.3,71.4,457.0,716.98,102.0,371.0,0.69,39.0,101335.0
20140314:1400,27.05,61.85,674.0,810.81,119.0,372.8,1.1,56.0,101365.0
20140314:1500,28.38,55.15,841.0,860.5,130.0,377.6,1.79,64.0,101365.0
20140314:1600,29.04,51.65,940.0,881.68,137.0,383.2,2.14,71.0,101315.0
20140314:1700,29.5,49.35,964.0,886.04,138.0,390.6,2.28,74.0,101235.0
20140314:1800,29.75,48.05,910.0,870.41,136.0,392.25,2.21,76.0,101165.0
20140314:1900,29.49,48.9,783.0,833.47,129.0,395.85,2.34,99.0,101076.0
20140314:2000,29.09,51.95,595.0,763.97,117.0,401.05,2.48,109.0,101036.0
20140314:2100,28.34,56.3,367.0,638.16,97.0,398.65,2.28,119.0,101036.0
20140314:2200,27.39,61.65,132.0,382.77,59.0,400.85,1.72,123.0,101046.0
20140314:2300,26.27,67.95,0.0,-0.0,0.0,390.65,0.69,115.0,101125.0
20140315:0000,25.1,78.1,0.0,-0.0,0.0,390.4,0.41,34.0,101175.0
20140315:0100,24.13,78.5,0.0,-0.0,0.0,395.65,1.24,12.0,101215.0
20140315:0200,23.54,80.4,0.0,-0.0,0.0,391.05,1.72,9.0,101325.0
20140315:0300,23.27,80.3,0.0,-0.0,0.0,393.8,2.14,359.0,101315.0
20140315:0400,22.88,81.4,0.0,-0.0,0.0,385.8,2.48,352.0,101325.0
20140315:0500,22.42,83.45,0.0,-0.0,0.0,375.2,2.69,350.0,101245.0
20140315:0600,22.06,84.6,0.0,-0.0,0.0,377.8,2.69,352.0,101195.0
20140315:0700,21.54,89.6,0.0,-0.0,0.0,372.2,2.9,350.0,101106.0
20140315:0800,21.29,90.2,0.0,-0.0,0.0,371.2,2.69,346.0,101066.0
20140315:0900,21.07,90.4,0.0,-0.0,0.0,370.0,2.55,342.0,101056.0
20140315:1000,20.96,89.9,0.0,-0.0,0.0,373.2,2.41,342.0,101116.0
20140315:1100,20.86,89.7,11.0,0.0,11.0,372.4,2.28,342.0,101155.0
20140315:1200,21.99,85.8,12.0,0.0,12.0,368.6,2.14,346.0,101205.0
20140315:1300,24.02,76.85,197.0,22.07,186.0,380.0,2.55,2.0,101225.0
20140315:1400,25.58,67.75,338.0,52.35,302.0,381.4,2.55,26.0,101275.0
20140315:1500,26.74,61.35,620.0,244.81,417.0,402.25,2.34,45.0,101245.0
20140315:1600,27.71,56.55,693.0,278.06,439.0,397.85,2.34,58.0,101185.0
20140315:1700,27.91,56.05,976.0,895.52,139.0,398.05,2.28,63.0,101116.0
20140315:1800,28.79,53.75,920.0,878.47,137.0,405.45,2.28,69.0,101036.0
20140315:1900,28.38,56.85,791.0,840.48,130.0,402.85,2.28,66.0,100976.0
20140315:2000,27.36,61.55,601.0,771.7,117.0,409.25,2.21,63.0,100896.0
20140315:2100,26.17,66.6,370.0,643.31,97.0,417.05,2.48,38.0,100946.0
20140315:2200,24.98,72.5,134.0,385.77,60.0,414.65,2.62,20.0,100936.0
20140315:2300,24.21,76.75,0.0,-0.0,0.0,405.25,2.41,13.0,101046.0
20140316:0000,23.61,79.7,0.0,-0.0,0.0,393.25,2.55,9.0,101076.0
20140316:0100,23.05,82.15,0.0,-0.0,0.0,394.45,2.76,12.0,101155.0
20140316:0200,22.72,83.7,0.0,-0.0,0.0,401.45,2.83,10.0,101185.0
20140316:0300,22.42,85.4,0.0,-0.0,0.0,396.65,2.83,5.0,101215.0
20140316:0400,22.25,86.4,0.0,-0.0,0.0,402.45,2.76,1.0,101185.0
20140316:0500,21.96,87.75,0.0,-0.0,0.0,392.85,2.69,2.0,101135.0
20140316:0600,21.59,89.4,0.0,-0.0,0.0,387.2,2.62,0.0,101096.0
20140316:0700,21.45,90.65,0.0,-0.0,0.0,384.0,2.76,358.0,101026.0
20140316:0800,21.28,91.05,0.0,-0.0,0.0,386.0,2.69,352.0,101016.0
20140316:0900,21.08,91.6,0.0,-0.0,0.0,384.6,2.76,350.0,101016.0
20140316:1000,20.94,91.65,0.0,-0.0,0.0,380.2,2.83,351.0,101016.0
20140316:1100,20.89,91.0,12.0,0.0,12.0,382.8,2.69,352.0,101116.0
20140316:1200,21.85,86.25,23.0,0.0,23.0,378.4,2.62,355.0,101145.0
20140316:1300,23.57,78.15,205.0,25.91,192.0,385.0,2.83,9.0,101215.0
20140316:1400,24.8,72.35,504.0,253.32,329.0,394.85,2.9,35.0,101245.0
20140316:1500,26.0,66.65,555.0,155.02,426.0,395.65,2.69,60.0,101205.0
20140316:1600,27.15,62.35,208.0,8.73,200.0,405.25,2.69,81.0,101145.0
20140316:1700,27.97,58.95,213.0,10.67,203.0,397.25,2.9,95.0,101076.0
20140316:1800,28.33,58.1,201.0,7.84,194.0,406.05,2.69,104.0,100986.0
20140316:1900,28.47,55.35,173.0,1.27,172.0,399.65,2.62,111.0,100926.0
20140316:2000,28.05,57.4,132.0,0.0,132.0,393.25,2.41,118.0,100856.0
20140316:2100,27.41,60.8,81.0,0.0,81.0,402.65,2.14,113.0,100876.0
20140316:2200,26.42,66.5,29.0,0.0,29.0,414.65,1.66,108.0,100916.0
20140316:2300,25.55,71.45,0.0,-0.0,0.0,413.25,1.17,104.0,100916.0
20140317:0000,24.84,76.35,0.0,-0.0,0.0,407.45,0.55,92.0,100976.0
20140317:0100,24.23,82.55,0.0,-0.0,0.0,405.45,0.62,35.0,101026.0
20140317:0200,23.52,84.75,0.0,-0.0,0.0,399.45,0.97,19.0,101076.0
20140317:0300,22.5,89.25,0.0,-0.0,0.0,378.2,1.17,17.0,101076.0
20140317:0400,22.18,89.9,0.0,-0.0,0.0,385.6,1.45,13.0,101086.0
20140317:0500,21.9,90.35,0.0,-0.0,0.0,380.8,1.66,6.0,101066.0
20140317:0600,21.74,90.6,0.0,-0.0,0.0,383.0,1.66,358.0,101046.0
20140317:0700,21.44,92.35,0.0,-0.0,0.0,377.8,1.45,4.0,100966.0
20140317:0800,21.05,93.5,0.0,-0.0,0.0,377.4,1.45,359.0,100946.0
20140317:0900,20.98,94.1,0.0,-0.0,0.0,390.0,1.38,358.0,100996.0
20140317:1000,20.79,94.5,0.0,-0.0,0.0,391.0,1.17,1.0,101026.0
20140317:1100,20.51,95.3,13.0,0.0,13.0,386.4,1.1,351.0,101086.0
20140317:1200,21.83,91.35,228.0,544.0,75.0,387.6,0.97,356.0,101116.0
20140317:1300,23.4,84.35,314.0,170.27,228.0,381.0,1.1,72.0,101116.0
20140317:1400,25.61,71.85,260.0,17.29,248.0,391.6,2.9,115.0,101135.0
20140317:1500,26.3,68.7,371.0,32.33,344.0,399.65,3.66,125.0,101106.0
20140317:1600,27.32,64.2,549.0,93.6,463.0,392.0,4.28,130.0,101106.0
20140317:1700,27.79,61.85,562.0,106.46,462.0,400.45,4.28,133.0,101046.0
20140317:1800,28.34,59.25,531.0,106.1,436.0,394.25,4.0,133.0,100976.0
20140317:1900,28.78,54.9,457.0,102.55,376.0,393.85,3.31,133.0,100926.0
20140317:2000,28.55,55.75,349.0,98.4,287.0,390.0,3.17,134.0,100847.0
20140317:2100,27.84,59.4,216.0,82.0,181.0,384.8,3.03,137.0,100896.0
20140317:2200,26.71,66.25,79.0,20.62,75.0,379.2,2.69,143.0,100896.0
20140317:2300,25.46,74.45,0.0,-0.0,0.0,377.2,2.07,146.0,100936.0
20140318:0000,24.52,80.9,0.0,-0.0,0.0,373.4,1.72,143.0,100976.0
20140318:0100,23.81,85.1,0.0,-0.0,0.0,368.45,1.45,128.0,101056.0
20140318:0200,22.93,89.95,0.0,-0.0,0.0,365.6,1.31,108.0,101125.0
20140318:0300,22.29,91.75,0.0,-0.0,0.0,366.2,1.1,89.0,101155.0
20140318:0400,22.27,91.0,0.0,-0.0,0.0,373.6,0.97,63.0,101175.0
20140318:0500,21.78,92.1,0.0,-0.0,0.0,367.2,0.97,27.0,101205.0
20140318:0600,20.72,94.9,0.0,-0.0,0.0,361.8,1.03,354.0,101175.0
20140318:0700,20.27,96.35,0.0,-0.0,0.0,365.8,1.45,347.0,101116.0
20140318:0800,20.12,96.9,0.0,-0.0,0.0,370.2,1.52,338.0,101076.0
20140318:0900,20.11,97.05,0.0,-0.0,0.0,374.0,1.45,337.0,101116.0
20140318:1000,19.98,96.95,0.0,-0.0,0.0,373.6,1.24,336.0,101205.0
20140318:1100,19.77,96.45,19.0,121.43,14.0,367.2,1.03,336.0,101235.0
20140318:1200,21.92,90.6,234.0,551.55,77.0,370.8,0.76,354.0,101315.0
20140318:1300,24.39,80.2,481.0,739.62,105.0,369.2,1.17,82.0,101345.0
20140318:1400,26.33,68.7,511.0,256.78,332.0,382.8,2.69,111.0,101394.0
20140318:1500,27.28,63.1,872.0,880.72,134.0,387.2,3.38,119.0,101394.0
20140318:1600,28.17,58.95,973.0,904.12,140.0,394.05,3.86,125.0,101325.0
20140318:1700,28.44,57.65,997.0,908.04,142.0,406.05,4.0,130.0,101225.0
20140318:1800,28.75,56.35,941.0,893.78,139.0,393.25,3.93,133.0,101135.0
20140318:1900,28.96,52.3,812.0,859.1,132.0,380.8,3.79,136.0,101076.0
20140318:2000,28.49,52.25,619.0,790.25,120.0,380.2,3.52,139.0,101006.0
20140318:2100,27.8,54.15,384.0,663.59,100.0,375.0,3.17,142.0,101036.0
20140318:2200,26.74,60.6,142.0,410.3,62.0,374.0,2.69,147.0,101046.0
20140318:2300,25.39,69.85,0.0,-0.0,0.0,369.8,2.07,154.0,101125.0
20140319:0000,24.33,77.75,0.0,-0.0,0.0,365.2,1.79,158.0,101145.0
20140319:0100,23.63,83.15,0.0,-0.0,0.0,362.85,1.72,157.0,101195.0
20140319:0200,22.83,88.55,0.0,-0.0,0.0,361.2,1.45,151.0,101255.0
20140319:0300,22.49,90.65,0.0,-0.0,0.0,371.4,0.97,140.0,101295.0
20140319:0400,23.24,86.2,0.0,-0.0,0.0,369.0,0.62,129.0,101305.0
20140319:0500,23.04,86.7,0.0,-0.0,0.0,366.4,0.21,104.0,101275.0
20140319:0600,22.63,87.7,0.0,-0.0,0.0,360.4,0.34,1.0,101215.0
20140319:0700,22.83,86.45,0.0,-0.0,0.0,366.0,0.55,55.0,101165.0
20140319:0800,21.71,90.7,0.0,-0.0,0.0,359.8,0.76,3.0,101135.0
20140319:0900,20.19,96.3,0.0,-0.0,0.0,380.6,0.83,345.0,101145.0
20140319:1000,19.75,97.4,0.0,-0.0,0.0,377.8,0.83,342.0,101185.0
20140319:1100,19.32,98.05,21.0,112.07,16.0,370.6,0.76,336.0,101255.0
20140319:1200,22.29,89.05,238.0,558.92,77.0,386.2,0.48,358.0,101255.0
20140319:1300,24.47,79.5,486.0,742.68,106.0,376.4,1.03,90.0,101345.0
20140319:1400,26.19,68.5,705.0,831.21,123.0,375.0,2.07,111.0,101384.0
20140319:1500,27.59,60.0,872.0,877.75,134.0,383.2,2.62,117.0,101384.0
20140319:1600,28.62,55.05,970.0,898.38,140.0,380.2,3.03,122.0,101325.0
20140319:1700,28.71,54.2,992.0,900.61,142.0,399.05,3.17,126.0,101255.0
20140319:1800,28.84,53.6,935.0,885.22,139.0,386.2,3.1,130.0,101175.0
20140319:1900,29.44,48.3,805.0,848.54,132.0,392.6,2.83,130.0,101066.0
20140319:2000,29.21,49.3,613.0,779.1,120.0,388.4,3.03,133.0,100996.0
20140319:2100,28.23,52.95,380.0,654.85,99.0,381.2,3.24,138.0,101026.0
20140319:2200,26.95,57.7,140.0,398.0,62.0,381.6,2.9,141.0,100996.0
20140319:2300,25.54,64.5,0.0,-0.0,0.0,373.4,1.93,142.0,101086.0
20140320:0000,24.54,70.5,0.0,-0.0,0.0,367.4,1.24,143.0,101096.0
20140320:0100,24.37,71.7,0.0,-0.0,0.0,362.65,0.34,145.0,101165.0
20140320:0200,24.01,73.65,0.0,-0.0,0.0,363.2,0.21,32.0,101215.0
20140320:0300,23.54,76.0,0.0,-0.0,0.0,364.8,0.55,17.0,101245.0
20140320:0400,22.03,83.55,0.0,-0.0,0.0,370.8,0.9,5.0,101245.0
20140320:0500,21.02,88.25,0.0,-0.0,0.0,370.2,1.03,357.0,101205.0
20140320:0600,20.36,90.8,0.0,-0.0,0.0,366.4,1.17,350.0,101175.0
20140320:0700,20.9,90.35,0.0,-0.0,0.0,374.2,1.17,6.0,101086.0
20140320:0800,20.36,92.05,0.0,-0.0,0.0,366.4,1.24,357.0,101066.0
20140320:0900,19.92,93.35,0.0,-0.0,0.0,364.4,1.31,348.0,101046.0
20140320:1000,19.49,94.5,0.0,-0.0,0.0,363.0,1.45,345.0,101096.0
20140320:1100,19.45,95.05,23.0,124.82,17.0,369.8,1.31,346.0,101185.0
20140320:1200,21.7,89.0,239.0,552.39,78.0,360.2,0.9,7.0,101225.0
20140320:1300,24.44,75.75,485.0,736.02,106.0,363.0,1.31,67.0,101285.0
20140320:1400,25.81,68.5,703.0,824.74,123.0,379.4,2.14,101.0,101325.0
20140320:1500,26.57,65.15,305.0,17.78,290.0,388.2,2.9,112.0,101305.0
20140320:1600,27.09,64.0,339.0,21.59,319.0,394.45,3.52,120.0,101245.0
20140320:1700,26.95,64.75,346.0,22.2,325.0,396.25,3.59,129.0,101195.0
20140320:1800,26.92,64.3,326.0,19.98,308.0,410.45,3.38,138.0,101125.0
20140320:1900,27.98,55.5,280.0,15.1,268.0,406.65,3.38,141.0,101036.0
20140320:2000,27.69,56.5,213.0,7.89,208.0,410.45,3.38,143.0,100986.0
20140320:2100,27.05,59.75,132.0,0.0,132.0,407.05,3.24,143.0,100986.0
20140320:2200,26.17,65.0,48.0,0.0,48.0,399.25,2.83,141.0,100976.0
20140320:2300,25.12,71.6,0.0,-0.0,0.0,389.2,2.0,140.0,101076.0
20140321:0000,24.29,76.85,0.0,-0.0,0.0,380.4,1.52,142.0,101086.0
20140321:0100,23.59,82.55,0.0,-0.0,0.0,378.85,1.03,150.0,101125.0
20140321:0200,23.77,80.25,0.0,-0.0,0.0,379.2,0.48,163.0,101185.0
20140321:0300,23.66,80.25,0.0,-0.0,0.0,378.6,0.21,200.0,101185.0
20140321:0400,23.29,81.75,0.0,-0.0,0.0,369.4,0.28,272.0,101175.0
20140321:0500,22.89,83.1,0.0,-0.0,0.0,369.0,0.55,316.0,101155.0
20140321:0600,21.9,86.95,0.0,-0.0,0.0,378.0,0.83,330.0,101096.0
20140321:0700,22.34,85.25,0.0,-0.0,0.0,377.6,0.69,0.0,101056.0
20140321:0800,21.46,89.65,0.0,-0.0,0.0,386.6,0.69,346.0,101016.0
20140321:0900,21.06,91.25,0.0,-0.0,0.0,379.8,0.69,346.0,101036.0
20140321:1000,20.88,91.65,0.0,-0.0,0.0,380.0,0.62,341.0,101106.0
20140321:1100,20.8,91.8,25.0,135.83,18.0,383.8,0.55,333.0,101165.0
